CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Profile of Dissemination Areas (2247),Member ID: Profile of Dissemination Areas (2247),Notes: Profile of Dissemination Areas (2247),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,"Population, 2016",1,1,263.0,,
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,"Population, 2011",2,2,,,
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,"Population percentage change, 2011 to 2016",3,,,,
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,Total private dwellings,4,3,225.0,,
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,Private dwellings occupied by usual residents,5,4,118.0,,
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,Population density per square kilometre,6,,608.9692492016737,,
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,Land area in square kilometres,7,,0.431877308,,
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,Total - Age groups and average age of the population - 100% data,8,5,260.47803309917845,143.739433265865,116.73859983331349
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,0 to 14 years,9,,10.16877009167758,2.753303964757709,7.415466126919871
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,0 to 4 years,10,,2.753303964757709,1.3766519823788546,1.3766519823788546
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,5 to 9 years,11,,1.3766519823788546,1.3766519823788546,0.0
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,10 to 14 years,12,,6.038814144541017,0.0,0.0
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,15 to 64 years,13,,203.37540183355162,118.20752470532207,85.16787712822955
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,15 to 19 years,14,,11.545422074056436,10.16877009167758,7.415466126919871
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,20 to 24 years,15,,83.57125848315276,48.93499226098345,28.59745207762829
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,25 to 29 years,16,,40.14287415168472,23.935289915466125,14.830932253839743
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,30 to 34 years,17,,17.584236218597454,2.753303964757709,8.792118109298727
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,35 to 39 years,18,,4.129955947136564,6.038814144541017,1.3766519823788546
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,40 to 44 years,19,,7.415466126919871,2.753303964757709,1.3766519823788546
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,45 to 49 years,20,,7.415466126919871,6.038814144541017,0.0
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,50 to 54 years,21,,13.454280271460888,2.753303964757709,1.3766519823788546
2016,35117-21-0,PollDiv,35117-21-0,7.2,16.0,909,35117-21-0,55 to 59 years,22,,10.16877009167758,7.415466126919871,6.038814144541017
