CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Profile of Dissemination Areas (2247),Member ID: Profile of Dissemination Areas (2247),Notes: Profile of Dissemination Areas (2247),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,"Population, 2016",1,1,398.0,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,"Population, 2011",2,2,,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,"Population percentage change, 2011 to 2016",3,,,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Total private dwellings,4,3,222.0,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Private dwellings occupied by usual residents,5,4,222.0,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Population density per square kilometre,6,,1265.417784310626,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Land area in square kilometres,7,,0.314520631,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Total - Age groups and average age of the population - 100% data,8,5,399.1068988684316,188.79611386643114,207.3877112726559
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,0 to 14 years,9,,41.97618724098105,27.360818594258365,17.22678925953605
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,0 to 4 years,10,,16.603483026473718,11.068988684315812,5.846147458689072
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,5 to 9 years,11,,16.291829909942553,8.145914954971277,3.2347268458757013
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,10 to 14 years,12,,11.692294917378144,5.534494342157906,5.846147458689072
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,15 to 64 years,13,,234.31868106981906,112.24815242581396,119.45910803119173
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,15 to 19 years,14,,16.915136143004883,11.068988684315812,8.457568071502441
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,20 to 24 years,15,,24.749397981444993,13.680409297129183,11.068988684315812
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,25 to 29 years,16,,14.303715530191514,8.457568071502441,5.846147458689072
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,30 to 34 years,17,,27.360818594258365,13.680409297129183,16.291829909942553
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,35 to 39 years,18,,19.526556755818252,8.457568071502441,11.068988684315812
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,40 to 44 years,19,,19.526556755818252,10.757335567784647,6.157800575220237
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,45 to 49 years,20,,22.761283601693957,11.692294917378144,11.068988684315812
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,50 to 54 years,21,,27.0491654777272,11.068988684315812,15.980176793411388
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,55 to 59 years,22,,28.295777943851864,12.003948033909309,16.603483026473718
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,60 to 64 years,23,,28.60743106038303,11.380641800846979,16.915136143004883
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,65 years and over,24,,120.20060994481811,52.110216575703355,70.70181398192813
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,65 to 69 years,25,,30.283892323602903,16.291829909942553,16.603483026473718
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,70 to 74 years,26,,24.437744864913828,8.145914954971277,13.680409297129183
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,75 to 79 years,27,,24.437744864913828,10.757335567784647,15.980176793411388
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,80 to 84 years,28,,16.291829909942553,8.145914954971277,10.757335567784647
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,85 years and over,29,,21.82632425210046,8.145914954971277,13.680409297129183
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,85 to 89 years,30,,19.214903639287087,5.534494342157906,11.068988684315812
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,90 to 94 years,31,,2.6114206128133706,2.6114206128133706,2.923073729344536
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,95 to 99 years,32,,0.0,0.0,0.0
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,100 years and over,33,,0.0,0.0,0.0
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Total - Distribution (%) of the population by broad age groups - 100% data,34,,100.0,100.0,100.0
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,0 to 14 years,35,,10.504020100502514,14.491959798994975,8.3178391959799
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,15 to 64 years,36,,58.68140703517588,59.412562814070355,57.58316582914573
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,65 years and over,37,,30.160804020100503,27.570603015075378,34.09899497487437
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,85 years and over,38,,5.513316582914573,4.307537688442212,6.624874371859296
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Average age of the population,39,,48.59020100502513,45.6,51.38618090452262
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Median age of the population,40,6,51.74396984924623,48.140452261306535,54.67462311557789
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Total - Occupied private dwellings by structural type of dwelling - 100% data,41,7,221.8323353293413,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Single-detached house,42,,142.31458210339883,,
2016,35013-115-0,PollDiv,35013-115-0,2.9,5.9,0,35013-115-0,Apartment in a building that has five or more storeys,43,,32.225352112676056,,
