CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Profile of Dissemination Areas (2247),Member ID: Profile of Dissemination Areas (2247),Notes: Profile of Dissemination Areas (2247),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,"Population, 2016",1,1,449.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,"Population, 2011",2,2,,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,"Population percentage change, 2011 to 2016",3,,,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total private dwellings,4,3,345.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Private dwellings occupied by usual residents,5,4,177.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Population density per square kilometre,6,,1577.3700168940193,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Land area in square kilometres,7,,0.28465103,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Age groups and average age of the population - 100% data,8,5,447.54171296102186,228.511453048789,219.0302599122329
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,0 to 14 years,9,,67.3245181893142,37.74234221486171,32.382722422539935
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,0 to 4 years,10,,11.898212688496638,5.856777493606138,6.041435194890501
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,5 to 9 years,11,,28.957175974452504,14.386259136584071,11.642528091065364
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,10 to 14 years,12,,29.397518273168142,14.698759136584071,12.082870389781002
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,15 to 64 years,13,,308.842130134306,155.01765736586867,156.75286151524045
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,15 to 19 years,14,,30.335018273168142,15.323759136584071,17.811805584671504
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,20 to 24 years,15,,61.295036546336284,41.92073096166478,24.790740779562004
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,25 to 29 years,16,,14.883416837868433,9.28232394169357,8.841981642977933
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,30 to 34 years,17,,14.883416837868433,9.154481642977933,11.770370389781002
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,35 to 39 years,18,,22.787898480846366,11.770370389781002,8.841981642977933
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,40 to 44 years,19,,34.81395346805864,17.499305584671504,17.31464788338714
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,45 to 49 years,20,,23.853240779562004,9.154481642977933,11.770370389781002
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,50 to 54 years,21,,32.2548801238243,20.299852032758935,17.371463285955866
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,55 to 59 years,22,,35.31111116934301,17.811805584671504,17.499305584671504
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,60 to 64 years,23,,23.853240779562004,11.770370389781002,11.770370389781002
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,65 years and over,24,,71.68756463740164,33.13556472125558,33.13556472125558
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,65 to 69 years,25,,23.668583078277642,11.770370389781002,11.898212688496638
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,70 to 74 years,26,,17.811805584671504,5.728935194890501,11.770370389781002
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,75 to 79 years,27,,12.082870389781002,6.041435194890501,6.041435194890501
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,80 to 84 years,28,,6.353935194890501,0.3125,6.041435194890501
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,85 years and over,29,,6.481777493606138,0.3125,3.240888746803069
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,85 to 89 years,30,,3.240888746803069,3.240888746803069,3.240888746803069
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,90 to 94 years,31,,0.0,0.0,5.728935194890501
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,95 to 99 years,32,,0.0,0.0,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,100 years and over,33,,0.0,0.0,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Distribution (%) of the population by broad age groups - 100% data,34,,100.0,100.0,100.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,0 to 14 years,35,,15.056347438752782,16.35968819599109,14.737416481069044
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,15 to 64 years,36,,69.015144766147,68.03942093541202,71.6109131403118
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,65 years and over,37,,16.049665924276166,14.51714922048998,15.26904231625835
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,85 years and over,38,,1.4697104677060133,0.1403118040089087,1.5717149220489977
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Average age of the population,39,,39.329621380846326,38.699554565701554,40.15501113585746
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Median age of the population,40,6,39.53652561247216,36.69265033407572,40.53496659242761
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Occupied private dwellings by structural type of dwelling - 100% data,41,7,198.72157622609777,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Single-detached house,42,,166.46274496335315,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Apartment in a building that has five or more storeys,43,,0.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Other attached dwelling,44,8,28.71431071479938,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Semi-detached house,45,,0.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Row house,46,,0.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Apartment or flat in a duplex,47,,17.993232545933857,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Apartment in a building that has fewer than five storeys,48,,10.904191450043449,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Other single-attached house,49,,0.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Movable dwelling,50,9,0.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Private households by household size - 100% data,51,10,198.72157622609777,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,1 person,52,,46.89065654191116,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,2 persons,53,,68.41643392133207,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,3 persons,54,,29.894519069667773,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,4 persons,55,,29.074549419926157,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,5 or more persons,56,,24.445417273260585,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Number of persons in private households,57,,447.54171296102186,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Average household size,58,,2.5409799554565704,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Marital status for the population aged 15 years and over - 100% data,59,11,377.4166483236203,193.25715728201473,186.64753748969298
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Married or living common law,60,,211.86666701605805,108.73387995611645,102.69244476122594
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Married,61,,179.48394459351812,91.04991667016058,91.04991667016058
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Living common law,62,,29.141833675736866,17.683963285955866,14.258416837868433
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Not married and not living common law,63,,168.79087005436529,87.32382377398571,83.95509272846701
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Never married,64,,144.31262927480327,72.75290693611728,63.34274069570807
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Separated,65,,8.96982394169357,6.041435194890501,3.240888746803069
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Divorced,66,,11.770370389781002,3.113046448087432,6.041435194890501
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Widowed,67,,12.082870389781002,0.3125,9.154481642977933
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Census families in private households by family size - 100% data,68,12,130.29316659030752,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,2 persons,69,,59.42281157697969,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,3 persons,70,,25.713142153158877,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,4 persons,71,,28.437693051362473,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,5 or more persons,72,,10.450448362657689,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Average size of census families,73,,2.903340757238307,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total number of census families in private households - 100% data,74,,126.74864604236231,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total couple families,75,,118.57499334775153,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Married couples,76,,102.03858682012299,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Common-law couples,77,,19.44407070701008,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total lone-parent families by sex of parent,78,,11.718173242555984,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Female parent,79,,8.173652694610778,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Male parent,80,,6.269071446148798,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Couple census families in private households - 100% data,81,,117.93813697918785,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Couples without children,82,,53.336853412008814,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Couples with children,83,,64.60128356717905,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,1 child,84,,19.44407070701008,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,2 children,85,,28.437693051362473,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,3 or more children,86,,10.450448362657689,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Lone-parent census families in private households - 100% data,87,,9.630478712916076,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,1 child,88,,8.99362234435239,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,2 children,89,,2.7245508982035926,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,3 or more children,90,,0.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Persons not in census families in private households - 100% data,91,,126.13574110271495,64.43014600045927,58.98104420405208
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Private households by household type - 100% data,92,13,198.72157622609777,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,One-census-family households,93,,126.74864604236231,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Without children in a census family,94,14,53.336853412008814,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,With children in a census family,95,15,72.77493626178983,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Multiple-census-family households,96,,0.0,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Non-census-family households,97,,68.42840963579023,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,One-person households,98,,46.25380017334748,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Two-or-more person non-census-family households,99,,24.89916036064634,,
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,100,16,447.85421296102186,228.511453048789,224.7591951071234
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,English only,101,,382.2648989210795,196.05770373010216,186.33503748969298
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,French only,102,,0.0,0.0,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,English and French,103,,62.34842529313935,32.453749318686846,32.82306472125558
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Neither English nor French,104,,2.800546448087432,0.0,3.113046448087432
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - First official language spoken for the total population excluding institutional residents - 100% data,105,18,450.47010170782494,228.511453048789,219.0302599122329
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,English,106,,441.94062006484705,222.78251785389853,216.22971346414545
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,French,107,,0.0,2.800546448087432,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,English and French,108,,0.0,0.0,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Neither English nor French,109,,0.3125,0.0,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Official language minority (number),110,20,2.800546448087432,0.0,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Official language minority (percentage),111,21,0.6391982182628062,0.0,0.0
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Total - Mother tongue for the total population excluding institutional residents - 100% data,112,22,447.54171296102186,228.511453048789,221.95864865903596
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Single responses,113,,444.61332421421884,225.58306430198593,219.0302599122329
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,Official languages,114,,392.91311160957616,198.17643477562086,194.73667683395524
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,English,115,,390.1125651614887,198.17643477562086,191.93613038586784
2016,35052-77-0,PollDiv,35052-77-0,4.9,8.1,909,35052-77-0,French,116,,0.0,5.728935194890501,2.800546448087432
