CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Profile of Dissemination Areas (2247),Member ID: Profile of Dissemination Areas (2247),Notes: Profile of Dissemination Areas (2247),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,"Population, 2016",1,1,613.0,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,"Population, 2011",2,2,,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,"Population percentage change, 2011 to 2016",3,,,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Total private dwellings,4,3,257.0,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Private dwellings occupied by usual residents,5,4,250.0,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Population density per square kilometre,6,,666.7605301612895,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Land area in square kilometres,7,,0.919370557,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Total - Age groups and average age of the population - 100% data,8,5,615.5282779555598,310.09395028117865,301.3843558895381
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,0 to 14 years,9,,82.256274997833,51.19397876168187,30.570821812881324
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,0 to 4 years,10,,24.554952334959022,16.573185163957483,12.031738955844606
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,5 to 9 years,11,,24.063477911689212,8.47324159427135,11.048790109304989
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,10 to 14 years,12,,28.604924119802085,17.06465958722729,7.490292747731732
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,15 to 64 years,13,,411.735311755372,209.18041602762432,198.01344951963472
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,15 to 19 years,14,,49.83773189055703,25.164603156913422,20.13168252553074
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,20 to 24 years,15,,41.2463138976011,25.164603156913422,21.114631372070356
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,25 to 29 years,16,,40.754839474331284,15.098761894148053,25.65607758018323
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,30 to 34 years,17,,35.603742444264014,22.097580218609977,17.5561340104971
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,35 to 39 years,18,,38.67076538256745,21.606105795340167,17.06465958722729
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,40 to 44 years,19,,28.113449696532278,11.540264532574797,17.06465958722729
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,45 to 49 years,20,,37.68781653602784,21.114631372070356,17.06465958722729
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,50 to 54 years,21,,37.196342112758025,20.62315694880055,16.573185163957483
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,55 to 59 years,22,,51.803629583636265,21.606105795340167,29.706049365026296
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,60 to 64 years,23,,50.82068073709665,24.673128733643612,25.65607758018323
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,65 years and over,24,,122.02816562562467,54.261001699985314,68.25863834890916
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,65 to 69 years,25,,36.70486768948822,16.081710740687672,17.06465958722729
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,70 to 74 years,26,,27.130500849992657,15.590236317417864,11.540264532574797
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,75 to 79 years,27,,22.097580218609977,6.015869477922303,15.590236317417864
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,80 to 84 years,28,,21.114631372070356,6.015869477922303,11.048790109304989
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,85 years and over,29,,15.472059918733272,6.015869477922303,9.45619044081097
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,85 to 89 years,30,,7.490292747731732,5.524395054652494,6.507343901192113
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,90 to 94 years,31,,6.998818324461922,0.9829488465396189,6.998818324461922
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,95 to 99 years,32,,0.9829488465396189,0.0,0.49147442326980945
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,100 years and over,33,,0.0,0.0,0.0
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Total - Distribution (%) of the population by broad age groups - 100% data,34,,100.0,100.0,100.0
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,0 to 14 years,35,,13.38711256117455,16.555138662316477,10.07520391517129
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,15 to 64 years,36,,66.8652528548124,67.3853181076672,65.82920065252856
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,65 years and over,37,,19.827569331158237,17.47177814029364,22.58336052202284
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,85 years and over,38,,2.5513866231647633,1.9398042414355627,3.0309951060358893
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Average age of the population,39,,43.252039151712886,41.46019575856443,45.16394779771615
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Median age of the population,40,6,44.0884176182708,41.84453507340946,46.16427406199021
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Total - Occupied private dwellings by structural type of dwelling - 100% data,41,7,247.94417413572342,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Single-detached house,42,,143.16133162612036,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Apartment in a building that has five or more storeys,43,,0.0,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Other attached dwelling,44,8,104.78284250960307,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Semi-detached house,45,,10.154417413572343,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Row house,46,,0.0,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Apartment or flat in a duplex,47,,4.4363636363636365,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Apartment in a building that has fewer than five storeys,48,,85.57259923175417,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Other single-attached house,49,,0.18309859154929578,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Movable dwelling,50,9,0.0,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Total - Private households by household size - 100% data,51,10,248.12727272727273,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,1 person,52,,95.5439180537772,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,2 persons,53,,84.79820742637645,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,3 persons,54,,24.562099871959028,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,4 persons,55,,28.99846350832266,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,5 or more persons,56,,14.407682458386683,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Number of persons in private households,57,,609.6305848763221,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Average household size,58,,2.1799347471451873,,
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Total - Marital status for the population aged 15 years and over - 100% data,59,11,529.7135055961535,263.44141772760963,265.78061344527407
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Married or living common law,60,,306.9087509441906,153.2086382604604,153.7001126837302
2016,35080-10-0,PollDiv,35080-10-0,5.6,6.0,0,35080-10-0,Married,61,,273.76238061627566,137.12692751977272,136.6354530965029
