CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Profile of Dissemination Areas (2247),Member ID: Profile of Dissemination Areas (2247),Notes: Profile of Dissemination Areas (2247),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,"Population, 2016",1,1,649.0,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,"Population, 2011",2,2,,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,"Population percentage change, 2011 to 2016",3,,,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total private dwellings,4,3,233.0,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Private dwellings occupied by usual residents,5,4,232.0,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Population density per square kilometre,6,,2269.8691103935275,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Land area in square kilometres,7,,0.28591957,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total - Age groups and average age of the population - 100% data,8,5,646.8558409279204,301.8061309030654,345.049710024855
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,0 to 14 years,9,,101.89312344656173,50.76636288318144,51.12676056338028
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,0 to 4 years,10,,38.6039768019884,21.8019884009942,12.162386081193041
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,5 to 9 years,11,,28.603976801988402,17.16238608119304,16.8019884009942
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,10 to 14 years,12,,34.32477216238608,11.801988400994201,22.16238608119304
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,15 to 64 years,13,,446.9884009942005,210.27340513670256,241.71499585749794
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,15 to 19 years,14,,45.04556752278376,17.52278376139188,22.52278376139188
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,20 to 24 years,15,,47.56835128417564,23.964374482187242,23.603976801988402
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,25 to 29 years,16,,35.4059652029826,17.88318144159072,17.16238608119304
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,30 to 34 years,17,,35.4059652029826,17.52278376139188,17.88318144159072
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,35 to 39 years,18,,40.04556752278376,17.52278376139188,22.52278376139188
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,40 to 44 years,19,,35.04556752278376,12.522783761391882,22.88318144159072
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,45 to 49 years,20,,41.487158243579124,23.243579121789562,28.603976801988402
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,50 to 54 years,21,,52.56835128417564,23.603976801988402,28.603976801988402
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,55 to 59 years,22,,68.28914664457332,33.6039768019884,34.68516984258492
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,60 to 64 years,23,,45.76636288318144,12.883181441590722,32.88318144159072
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,65 years and over,24,,98.33471416735708,40.76636288318144,52.56835128417564
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,65 to 69 years,25,,29.68516984258492,17.16238608119304,12.883181441590722
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,70 to 74 years,26,,22.88318144159072,11.801988400994201,16.08119304059652
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,75 to 79 years,27,,17.88318144159072,6.081193040596521,11.801988400994201
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,80 to 84 years,28,,21.44159072079536,5.72079536039768,10.72079536039768
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,85 years and over,29,,6.8019884009942,0.7207953603976802,6.081193040596521
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,85 to 89 years,30,,6.081193040596521,0.3603976801988401,1.0811930405965202
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,90 to 94 years,31,,5.36039768019884,0.0,5.36039768019884
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,95 to 99 years,32,,0.0,0.0,0.0
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,100 years and over,33,,0.0,0.0,0.0
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total - Distribution (%) of the population by broad age groups - 100% data,34,,100.0,100.0,100.0
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,0 to 14 years,35,,15.778274268104777,16.830816640986132,14.812326656394454
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,15 to 64 years,36,,69.14853620955316,69.62896764252697,70.05362095531588
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,65 years and over,37,,15.226810477657933,13.540215716486903,15.241294298921417
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,85 years and over,38,,1.0608628659476118,0.22788906009244994,1.7938366718027736
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Average age of the population,39,,41.18043143297381,39.38767334360555,42.8
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Median age of the population,40,6,42.43405238828967,39.25469953775038,45.34637904468413
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total - Occupied private dwellings by structural type of dwelling - 100% data,41,7,231.21651785714286,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Single-detached house,42,,153.4375,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Apartment in a building that has five or more storeys,43,,9.040178571428571,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Other attached dwelling,44,8,74.04017857142857,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Semi-detached house,45,,3.013392857142857,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Row house,46,,54.82142857142857,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Apartment or flat in a duplex,47,,11.205357142857142,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Apartment in a building that has fewer than five storeys,48,,0.0,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Other single-attached house,49,,0.0,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Movable dwelling,50,9,0.0,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total - Private households by household size - 100% data,51,10,231.21651785714286,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,1 person,52,,36.328125,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,2 persons,53,,77.23214285714286,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,3 persons,54,,50.424107142857146,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,4 persons,55,,54.520089285714285,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,5 or more persons,56,,18.314732142857142,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Number of persons in private households,57,,646.1350455675228,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Average household size,58,,2.7865947611710324,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total - Marital status for the population aged 15 years and over - 100% data,59,11,544.9627174813587,250.67937033968516,294.2833471416736
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Married or living common law,60,,306.4001657000829,153.38028169014083,153.01988400994202
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Married,61,,261.7149958574979,131.2178956089478,130.4971002485501
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Living common law,62,,39.68516984258492,22.16238608119304,17.16238608119304
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Not married and not living common law,63,,243.92294946147473,97.65948632974316,146.6238608119304
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Never married,64,,162.7506213753107,84.77630488815244,82.97431648715825
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Separated,65,,12.162386081193041,5.36039768019884,11.44159072079536
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Divorced,66,,40.04556752278376,6.441590720795361,33.6039768019884
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Widowed,67,,28.964374482187242,5.72079536039768,27.88318144159072
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total - Census families in private households by family size - 100% data,68,12,185.18973214285714,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,2 persons,69,,83.4375,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,3 persons,70,,45.72544642857143,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,4 persons,71,,49.21875,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,5 or more persons,72,,11.808035714285714,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Average size of census families,73,,3.0,,
2016,35095-116-0,PollDiv,35095-116-0,3.3,3.8,0,35095-116-0,Total number of census families in private households - 100% data,74,,185.18973214285714,,
